time,tavg,prcp,wdir,wspd,wpgt,pres
2014-01-01,-4.875,0.0,223.0125,17.125,37.0,1020.25
2014-01-02,-5.875,0.0,170.1875,10.75,21.0,1022.0
2014-01-03,-6.625,0.0,154.1,11.875,20.0,1019.0
2014-01-04,-4.5,0.05,162.59999999999997,12.625,22.0,1012.75
2014-01-05,-2.375,0.0625,209.76250000000002,11.0,22.0,1011.25
2014-01-06,-3.125,0.0,146.71249999999998,10.25,18.0,1013.25
2014-01-07,-3.5,0.175,177.32500000000002,15.0,29.0,1008.5
2014-01-08,-1.375,0.425,245.0625,15.25,37.0,1000.75
2014-01-09,-0.375,0.11250000000000002,240.56250000000003,11.625,28.0,998.375
2014-01-10,-2.5,0.46249999999999997,82.53750000000001,14.375,29.0,986.875
2014-01-11,-9.625,0.0875,335.07500000000005,16.5,38.0,994.875
2014-01-12,-10.0,0.0,346.84999999999997,10.5,22.0,999.0
2014-01-13,-13.375,0.0625,255.625,16.375,31.0,1005.375
2014-01-14,-13.125,0.0,308.6,11.125,26.0,1014.375
2014-01-15,-11.5,0.0,84.93749999999999,9.0,19.0,1019.25
2014-01-16,-12.375,0.0,44.849999999999994,11.25,23.0,1018.75
2014-01-17,-15.125,0.0,54.1875,11.625,20.0,1022.125
2014-01-18,-15.625,0.0,37.574999999999996,9.625,19.0,1026.5
2014-01-19,-16.875,0.0,288.8125,10.5,21.0,1032.875
2014-01-20,-16.625,0.0,310.8375,6.875,16.0,1033.875
2014-01-21,-14.0,0.0,270.3625,4.25,13.0,1029.875
2014-01-22,-16.0,0.0,139.8125,6.125,18.0,1027.25
2014-01-23,-16.125,0.0,200.425,6.5,15.0,1031.625
2014-01-24,-15.375,0.0,189.05,8.75,22.0,1033.75
2014-01-25,-16.25,0.0,294.52500000000003,13.5,31.0,1031.25
2014-01-26,-13.25,0.0,265.6625,6.0,14.0,1029.625
2014-01-27,-17.75,0.0,137.4375,9.5,27.0,1030.75
2014-01-28,-21.375,0.0,118.23750000000001,16.875,31.0,1039.25
2014-01-29,-24.25,0.0,132.675,13.125,26.0,1045.125
2014-01-30,-27.125,0.0,174.25,14.25,26.0,1047.25
2014-01-31,-25.5,0.0,172.625,20.125,37.0,1043.75
2014-02-01,-18.25,0.2875,176.6125,25.0,43.0,1028.5
2014-02-02,-13.0,0.225,182.95000000000002,15.0,35.0,1023.875
2014-02-03,-9.125,0.0875,229.225,11.625,21.0,1022.875
2014-02-04,-5.75,0.0,247.5,12.875,28.0,1024.375
2014-02-05,-8.125,0.0,170.29999999999998,10.5,20.0,1018.25
2014-02-06,-13.25,0.0,156.125,11.75,21.0,1009.625
2014-02-07,-11.375,0.0,190.8875,8.25,17.0,1006.625
2014-02-08,-5.875,0.0875,162.2,17.0,35.0,1003.125
2014-02-09,-3.5,0.0,177.2875,12.5,27.0,1006.375
2014-02-10,-3.5,0.1125,150.2875,12.0,24.0,1007.5
2014-02-11,-3.25,0.09999999999999999,181.98749999999998,10.5,21.0,1008.75
2014-02-12,-3.5,0.1375,185.9375,10.5,22.0,1005.875
2014-02-13,-2.75,0.1875,206.85,9.0,20.0,1007.25
2014-02-14,-2.875,0.0,112.02499999999998,7.75,17.0,1009.25
2014-02-15,-3.75,0.0,235.8125,7.25,14.0,1010.375
2014-02-16,-5.25,0.175,171.12500000000003,15.5,34.0,1003.875
2014-02-17,-3.25,0.125,203.32500000000002,14.125,27.0,996.0
2014-02-18,-3.75,0.15000000000000002,267.7625,13.875,31.0,999.125
2014-02-19,-4.5,0.037500000000000006,248.52499999999998,12.5,32.0,1005.75
2014-02-20,-5.875,0.0,114.1625,5.875,14.0,1008.75
2014-02-21,-9.25,0.0,114.825,10.875,29.0,1015.375
2014-02-22,-5.125,0.13749999999999998,181.38750000000002,17.5,36.0,1011.125
2014-02-23,-3.0,0.0,222.55,16.375,36.0,1016.375
2014-02-24,-2.25,0.0,223.10000000000002,20.75,44.0,1022.875
2014-02-25,-3.875,0.0,209.925,16.25,32.0,1029.625
2014-02-26,-5.0,0.0,175.82500000000002,9.0,20.0,1030.625
2014-02-27,-5.0,0.0,176.97500000000002,8.25,17.0,1025.25
2014-02-28,-3.875,0.0,166.1375,6.25,14.0,1020.25
2014-03-01,-5.375,0.0,141.76250000000002,9.625,18.0,1017.75
2014-03-02,-3.25,0.0,154.73749999999998,10.75,20.0,1015.125
2014-03-03,-2.75,0.0,179.2375,13.125,28.0,1013.5
2014-03-04,-1.0,0.0125,197.8,6.75,21.0,1018.5
2014-03-05,-1.25,0.0,119.78750000000001,5.875,18.0,1026.25
2014-03-06,-2.75,0.0,174.8625,10.5,24.0,1028.625
2014-03-07,-2.75,0.0,217.58749999999998,18.125,38.0,1026.75
2014-03-08,-3.75,0.05,227.31249999999997,24.625,51.0,1017.0
2014-03-09,-2.25,0.0,242.1875,23.75,47.0,1020.875
2014-03-10,-0.375,0.0125,251.575,22.25,45.0,1015.375
2014-03-11,-2.125,0.1125,286.63750000000005,21.125,43.0,1018.5
2014-03-12,-2.75,0.0,267.5875,22.5,53.0,1018.5
2014-03-13,-1.0,0.0,270.51250000000005,16.5,32.0,1010.875
2014-03-14,-3.0,0.0,266.05,26.0,56.0,999.5
2014-03-15,-4.125,0.3375,190.725,15.5,32.0,977.125
2014-03-16,-8.0,0.25,331.65000000000003,21.875,41.0,975.625
2014-03-17,-9.0,0.0,245.83749999999998,9.375,25.0,992.125
2014-03-18,-10.125,0.0,245.525,7.875,25.0,1002.25
2014-03-19,-7.875,0.0625,163.35000000000002,10.375,26.0,998.5
2014-03-20,-8.25,0.0125,260.075,8.125,20.0,1006.5
2014-03-21,-2.125,0.1,216.0875,27.375,59.0,995.375
2014-03-22,-1.25,0.0,246.75,15.75,37.0,1001.125
2014-03-23,-2.0,0.41250000000000003,194.52500000000003,13.625,30.0,1003.375
2014-03-24,-3.5,0.0,208.0,14.0,29.0,1008.25
2014-03-25,-4.5,0.0,186.25625,12.625,23.0,1009.75
2014-03-26,-5.0,0.0,216.63625000000002,16.125,32.0,1009.0
2014-03-27,-1.0,0.0,223.7125,9.75,23.0,1027.25
2014-03-28,-3.25,0.0,35.1875,14.125,31.0,1030.125
2014-03-29,-2.5,0.0,221.7125,12.5,37.0,1025.875
2014-03-30,-1.25,0.05,285.6375,12.125,31.0,1012.625
2014-03-31,-4.125,0.025,217.85,12.75,28.0,1009.625
2014-04-01,-3.875,0.037500000000000006,321.0625,9.625,24.0,1012.125
2014-04-02,-4.875,0.0,278.85,15.375,36.0,1012.25
2014-04-03,-3.25,0.05,280.2,18.375,36.0,1004.5
2014-04-04,-4.375,0.0,290.97499999999997,14.125,28.0,1013.5
2014-04-05,-3.0,0.0,251.1375,23.125,54.0,1015.0
2014-04-06,-2.375,0.17500000000000002,260.725,17.0,48.0,1008.75
2014-04-07,0.5,0.0,84.39999999999999,5.0,20.0,1011.375
2014-04-08,-2.625,0.0,105.31249999999999,10.5,27.0,1013.125
2014-04-09,-5.125,0.0,64.55000000000001,16.625,36.0,1018.125
2014-04-10,-3.375,0.0,129.54999999999998,11.625,24.0,1027.625
2014-04-11,-0.625,0.0,199.16250000000002,20.5,41.0,1021.75
2014-04-12,0.875,0.1625,214.0875,16.625,34.0,1013.375
2014-04-13,2.875,0.0625,205.1625,20.875,46.0,1004.875
2014-04-14,3.5,0.0625,207.0375,10.375,27.0,998.125
2014-04-15,2.75,0.0,237.1375,11.75,23.0,1006.5
2014-04-16,0.75,0.0,309.9125,15.25,35.0,1019.125
2014-04-17,1.75,0.0,231.03750000000002,17.125,35.0,1018.75
2014-04-18,5.5,0.0,231.01250000000002,12.0,28.0,1017.875
2014-04-19,6.625,0.0,268.0125,10.25,26.0,1025.0
2014-04-20,7.25,0.0,240.6125,8.75,21.0,1024.75
2014-04-21,9.5,0.0,127.75,6.625,20.0,1021.25
2014-04-22,10.125,0.0,92.24999999999999,9.875,27.0,1016.125
2014-04-23,2.75,0.0,14.187500000000002,16.75,34.0,1026.125
2014-04-24,1.375,0.0,266.075,12.375,33.0,1031.625
2014-04-25,4.125,0.0,258.98749999999995,14.375,35.0,1022.375
2014-04-26,6.125,0.0,184.425,7.875,21.0,1019.625
2014-04-27,8.75,0.0,260.65,5.75,19.0,1013.5
2014-04-28,9.25,0.0,275.1625,11.125,32.0,1010.5
2014-04-29,7.625,0.125,264.01250000000005,16.125,38.0,1005.25
2014-04-30,4.25,0.05,275.87500000000006,13.25,31.0,1005.625
2014-05-01,0.75,0.125,53.13750000000001,15.875,40.0,1004.125
2014-05-02,-0.125,0.025,296.7375,17.375,35.0,1011.0
2014-05-03,2.0,0.0,252.75,13.0,30.0,1014.625
2014-05-04,2.625,0.23750000000000002,203.62499999999997,10.25,24.0,1011.5
2014-05-05,3.875,0.24999999999999997,178.7875,9.75,36.0,1008.25
2014-05-06,0.375,0.0,292.9625,17.375,36.0,1013.0
2014-05-07,2.5,0.0,248.5625,11.125,30.0,1017.5
2014-05-08,1.5,0.1625,89.4875,16.5,34.0,1014.5
2014-05-09,9.25,0.21250000000000002,126.9625,10.0,29.0,1012.125
2014-05-10,11.875,0.5125,162.06250000000003,8.875,28.0,1006.75
2014-05-11,7.75,0.28750000000000003,203.5,14.625,35.0,1000.125
2014-05-12,8.5,0.39999999999999997,152.42499999999998,11.75,27.0,1005.5
2014-05-13,10.0,1.125,164.26250000000002,19.5,60.0,997.125
2014-05-14,3.5,0.125,282.8625,22.125,61.0,1011.75
2014-05-15,7.0,0.0125,135.075,4.5,12.0,1029.375
2014-05-16,8.75,0.0,156.175,5.25,17.0,1029.375
2014-05-17,11.875,0.0,138.57500000000002,6.0,23.0,1025.5
2014-05-18,14.75,0.0,95.7875,10.25,31.0,1022.625
2014-05-19,21.875,0.0,132.5375,12.875,33.0,1020.625
2014-05-20,22.875,0.0125,212.5625,12.125,29.0,1018.125
2014-05-21,19.875,0.3125,209.6,11.75,34.0,1016.25
2014-05-22,14.75,0.025,259.275,17.25,38.0,1019.375
2014-05-23,19.125,0.0,229.525,8.25,22.0,1022.5
2014-05-24,21.0,0.0,216.45000000000002,8.375,23.0,1019.75
2014-05-25,21.5,0.0,244.68750000000003,10.5,27.0,1015.875
2014-05-26,17.125,0.0,243.97500000000002,15.0,33.0,1014.0
2014-05-27,5.125,0.07500000000000001,39.175,18.875,39.0,1016.75
2014-05-28,4.875,1.425,46.8375,19.625,44.0,1013.625
2014-05-29,8.375,0.9,88.85000000000001,16.25,41.0,1009.875
2014-05-30,12.0,0.8375,192.25,7.125,18.0,1010.5
2014-05-31,13.25,0.0,204.16250000000002,5.25,16.0,1015.0
2014-06-01,11.75,0.275,109.82499999999999,7.0,21.0,1016.375
2014-06-02,11.5,0.2125,42.95,17.375,39.0,1018.75
2014-06-03,17.875,0.25,126.1375,10.625,27.0,1018.5
2014-06-04,21.125,0.15,157.25,11.0,26.0,1020.625
2014-06-05,21.125,0.0,121.35,11.875,29.0,1019.25
2014-06-06,21.875,0.0,180.22499999999997,9.625,31.0,1017.75
2014-06-07,19.0,0.7625000000000001,227.28750000000002,11.25,30.0,1016.5
2014-06-08,15.625,0.0,269.2,11.125,25.0,1015.0
2014-06-09,16.0,0.0,285.38750000000005,13.0,33.0,1013.125
2014-06-10,13.5,0.0,24.112499999999997,11.625,28.0,1015.375
2014-06-11,14.25,0.0,331.4875,8.625,23.0,1018.875
2014-06-12,15.375,0.0625,243.58749999999998,6.875,22.0,1011.25
2014-06-13,14.5,0.025,121.8375,9.625,27.0,1001.75
2014-06-14,14.125,0.0,15.2625,14.875,41.0,1005.125
2014-06-15,9.0,0.0,77.63749999999999,13.875,35.0,1012.375
2014-06-16,12.25,0.037500000000000006,244.95,14.25,33.0,1006.875
2014-06-17,5.0,0.22499999999999998,286.91249999999997,21.0,42.0,1003.0
2014-06-18,6.125,0.3500000000000001,286.125,18.125,40.0,1001.375
2014-06-19,11.625,0.05,257.3875,14.75,34.0,1000.0
2014-06-20,12.375,0.225,245.0625,5.25,17.0,997.5
2014-06-21,9.125,0.025,247.11249999999998,14.0,37.0,1001.5
2014-06-22,11.125,0.0,191.35,8.125,23.0,1006.25
2014-06-23,10.0,0.275,192.875,6.875,21.0,1006.5
2014-06-24,10.25,0.11249999999999999,227.7375,7.75,18.0,1007.25
2014-06-25,9.5,0.05,104.88749999999999,11.0,22.0,1008.875
2014-06-26,10.625,0.0,90.65,7.375,18.0,1014.75
2014-06-27,11.125,0.0,97.80000000000001,7.5,16.0,1017.5
2014-06-28,13.625,0.0,245.71249999999998,5.625,17.0,1018.625
2014-06-29,13.5,0.1125,164.45,11.125,32.0,1015.125
2014-06-30,14.625,0.3625,190.3375,12.0,29.0,1005.625
2014-07-01,14.75,0.0375,153.775,10.75,30.0,1007.875
2014-07-02,14.75,0.0,241.7375,16.25,39.0,1009.5
2014-07-03,14.5,0.025,241.45000000000002,14.625,32.0,1012.375
2014-07-04,14.125,0.36250000000000004,233.35,15.875,36.0,1011.5
2014-07-05,16.125,0.0,274.4624999999999,9.875,22.0,1014.625
2014-07-06,17.625,0.0,80.39999999999999,6.375,21.0,1019.25
2014-07-07,19.625,0.0,84.31249999999999,9.625,22.0,1023.0
2014-07-08,20.375,0.0,77.375,8.125,24.0,1021.75
2014-07-09,20.625,0.0,71.41250000000001,11.625,29.0,1017.625
2014-07-10,14.125,0.0,51.275,19.75,39.0,1020.75
2014-07-11,14.75,0.0,66.5625,14.25,33.0,1023.5
2014-07-12,18.125,0.0,105.2125,13.0,29.0,1020.875
2014-07-13,22.375,0.0,128.8125,13.5,30.0,1015.875
2014-07-14,22.25,0.325,170.32500000000002,10.875,29.0,1014.375
2014-07-15,22.0,0.0,211.70000000000002,8.375,23.0,1015.375
2014-07-16,20.5,0.0,261.0375,8.875,22.0,1016.125
2014-07-17,18.875,0.0,285.7625,9.125,23.0,1018.625
2014-07-18,20.125,0.0,126.79999999999998,4.875,16.0,1019.0
2014-07-19,21.25,0.0,81.2125,8.5,23.0,1018.875
2014-07-20,21.125,0.0,53.824999999999996,9.875,25.0,1017.375
2014-07-21,20.875,0.0,46.72500000000001,15.125,35.0,1018.125
2014-07-22,21.25,0.0,57.5220125,10.25,24.0,1020.75
2014-07-23,22.125,0.0,314.40000000000003,7.5,21.0,1020.75
2014-07-24,21.25,0.0,61.35000000000001,9.375,26.0,1021.0
2014-07-25,22.0,0.0,262.4,11.125,28.0,1020.875
2014-07-26,23.625,0.0,311.67499999999995,7.25,24.0,1019.5
2014-07-27,23.625,0.0,268.125,7.875,22.0,1019.625
2014-07-28,24.5,0.0,232.45,9.125,23.0,1016.0
2014-07-29,24.25,0.35000000000000003,244.3875,11.25,31.0,1010.375
2014-07-30,23.0,0.0,182.2625,7.375,24.0,1010.875
2014-07-31,24.75,0.0,192.1625,15.0,34.0,1008.75
2014-08-01,22.375,0.09999999999999999,261.9,12.0,27.0,1012.5
2014-08-02,22.375,0.0,290.46250000000003,8.5,23.0,1019.375
2014-08-03,22.75,0.0,116.36250000000001,6.25,24.0,1022.5
2014-08-04,22.75,0.0,83.275,9.375,22.0,1022.125
2014-08-05,23.125,0.0,120.2375,9.875,24.0,1020.25
2014-08-06,23.375,0.0,114.0625,9.625,23.0,1019.0
2014-08-07,23.5,0.0,152.3625,7.5,18.0,1015.75
2014-08-08,22.125,0.0125,266.7,10.0,23.0,1012.375
2014-08-09,21.625,0.0,271.775,10.625,26.0,1010.875
2014-08-10,22.0,0.0,278.925,10.75,24.0,1011.625
2014-08-11,22.5,0.0,210.6,9.5,28.0,1011.0
2014-08-12,21.25,0.1875,224.2875,12.625,32.0,1005.875
2014-08-13,18.75,0.0375,256.1875,14.625,35.0,1006.5
2014-08-14,17.75,0.1125,159.5625,13.5,27.0,1007.25
2014-08-15,16.875,0.125,269.175,13.5,31.0,1002.375
2014-08-16,17.25,0.0625,236.6625,12.875,26.0,1002.875
2014-08-17,16.125,0.08750000000000001,218.7375,8.125,20.0,1001.125
2014-08-18,17.375,0.0,201.1875,15.875,34.0,1005.125
2014-08-19,16.5,0.325,190.64999999999998,20.5,43.0,1005.25
2014-08-20,16.125,0.025,199.175,16.25,34.0,1007.75
2014-08-21,15.375,0.025,214.2625,21.0,45.0,1008.25
2014-08-22,13.5,0.22500000000000003,241.0875,15.125,36.0,1008.125
2014-08-23,14.125,0.025,222.70000000000002,14.75,35.0,1011.375
2014-08-24,14.5,0.0625,184.3625,9.625,23.0,1011.75
2014-08-25,13.5,0.6000000000000001,95.6125,16.25,40.0,1003.75
2014-08-26,12.625,0.5499999999999999,186.20000000000002,15.25,44.0,994.125
2014-08-27,10.25,0.4375,174.84999999999997,16.5,39.0,996.875
2014-08-28,13.0,0.037500000000000006,166.475,8.375,22.0,1001.875
2014-08-29,12.125,0.1375,173.72500000000002,9.875,21.0,1007.875
2014-08-30,11.125,0.0125,261.88750000000005,11.125,23.0,1014.625
2014-08-31,11.0,0.0125,115.76249999999999,12.5,28.0,1021.125
2014-09-01,11.375,0.0,52.1625,8.5,19.0,1023.75
2014-09-02,11.375,0.025,156.875,6.5,16.0,1024.25
2014-09-03,13.25,0.025,267.61249999999995,14.875,32.0,1026.625
2014-09-04,14.25,0.0,264.63750000000005,15.625,35.0,1026.25
2014-09-05,15.0,0.0,259.1,18.875,41.0,1021.75
2014-09-06,14.375,0.0,270.775,12.625,26.0,1019.0
2014-09-07,14.125,0.0125,175.53749999999997,6.375,18.0,1020.0
2014-09-08,14.375,0.0,180.16250000000002,6.875,19.0,1020.5
2014-09-09,15.5,0.0,158.76250000000002,11.5,26.0,1017.25
2014-09-10,15.75,0.0,153.36249999999998,7.25,18.0,1018.0
2014-09-11,16.5,0.0,212.6,8.75,17.0,1023.125
2014-09-12,15.375,0.0875,254.04375,9.375,17.0,1023.75
2014-09-13,12.75,0.0,187.35750000000002,13.0,27.0,1015.0
2014-09-14,11.25,0.0,239.87500000000003,6.625,21.0,1030.0
2014-09-15,11.875,0.0,183.22499999999997,10.125,20.0,1028.875
2014-09-16,11.125,0.0,325.16249999999997,5.875,17.0,1029.875
2014-09-17,11.25,0.0,228.17499999999998,6.0,17.0,1028.625
2014-09-18,11.375,0.0,263.77500000000003,7.625,16.0,1025.75
2014-09-19,11.75,0.0,237.5125,9.25,18.0,1023.0
2014-09-20,11.625,0.0,214.03750000000002,11.875,21.0,1018.25
2014-09-21,11.25,0.0,197.075,14.875,29.0,1011.5
2014-09-22,10.875,0.025,178.01250000000002,14.375,30.0,1004.125
2014-09-23,6.25,0.325,249.27499999999998,15.125,30.0,997.375
2014-09-24,2.625,0.0,258.4,21.25,41.0,1006.25
2014-09-25,5.0,0.22499999999999998,190.0625,20.625,43.0,1009.875
2014-09-26,7.25,0.0,190.06249999999997,15.5,36.0,1011.375
2014-09-27,8.75,0.125,245.78749999999997,24.0,48.0,1003.75
2014-09-28,9.5,0.1125,257.7375,21.0,44.0,1009.0
2014-09-29,10.125,0.0125,261.25,18.75,40.0,1009.375
2014-09-30,5.875,0.0,322.0125,19.5,38.0,1015.375
2014-10-01,4.625,0.0,325.78749999999997,10.0,26.0,1030.375
2014-10-02,4.875,0.0,263.625,10.875,27.0,1030.375
2014-10-03,7.625,0.0,300.725,11.625,22.0,1028.25
2014-10-04,5.625,0.0,42.1625,8.5,19.0,1030.125
2014-10-05,3.5,0.0,77.475,10.5,23.0,1035.25
2014-10-06,2.875,0.0,116.72500000000001,9.375,20.0,1040.875
2014-10-07,2.5,0.0,140.2375,11.625,24.0,1037.75
2014-10-08,2.25,0.125,168.73749999999998,18.625,37.0,1023.0
2014-10-09,7.0,0.0,175.23749999999998,10.5,25.0,1013.625
2014-10-10,8.375,0.0625,201.725,12.5,29.0,1009.75
2014-10-11,8.875,0.025,249.3125,18.625,35.0,1013.125
2014-10-12,8.5,0.0125,204.85000000000002,7.375,24.0,1015.25
2014-10-13,7.25,0.15000000000000002,188.84999999999997,4.75,15.0,1013.625
2014-10-14,5.125,0.05,91.76250000000002,8.0,20.0,1013.375
2014-10-15,2.0,0.0,50.087500000000006,18.625,37.0,1014.125
2014-10-16,-2.75,0.0,78.8625,19.125,37.0,1016.125
2014-10-17,-3.125,0.0,118.76249999999999,11.5,24.0,1015.875
2014-10-18,-2.875,0.0,312.4625,10.25,23.0,1023.0
2014-10-19,-4.25,0.3125,183.48749999999998,16.625,31.0,1011.125
2014-10-20,-0.25,0.025,83.8,9.875,22.0,994.625
2014-10-21,-3.5,0.0,33.349999999999994,18.125,30.0,1007.125
2014-10-22,-7.625,0.0,52.81249999999999,17.125,31.0,1022.625
2014-10-23,-6.375,0.0,66.1375,10.75,26.0,1035.0
2014-10-24,-7.125,0.0,170.925,11.625,26.0,1037.375
2014-10-25,-6.25,0.0,195.25,19.125,33.0,1029.5
2014-10-26,-4.5,0.0,208.7,17.75,32.0,1023.25
2014-10-27,1.0,0.0,216.71249999999998,24.375,50.0,1015.125
2014-10-28,7.0,0.1,228.85,21.375,43.0,1012.625
2014-10-29,3.625,0.0,222.425,24.25,46.0,1011.75
2014-10-30,3.375,0.0,250.55,14.375,38.0,1015.75
2014-10-31,0.5,0.025,296.15000000000003,13.125,31.0,1018.875
2014-11-01,-2.125,0.0,283.8,8.125,18.0,1024.5
2014-11-02,-4.625,0.31250000000000006,185.225,19.875,43.0,1019.125
2014-11-03,0.75,0.0125,206.54999999999998,19.0,35.0,1005.5
2014-11-04,3.625,0.0125,201.55000000000004,20.25,42.0,1002.25
2014-11-05,1.625,0.0,171.62500000000003,17.125,41.0,1006.0
2014-11-06,-1.5,0.21250000000000002,70.8375,16.875,35.0,1015.75
2014-11-07,1.125,0.5625,92.88749999999999,9.25,31.0,1008.375
2014-11-08,-1.75,0.8250000000000001,270.3625,14.625,31.0,1007.125
2014-11-09,0.125,0.0,250.53750000000002,13.0,26.0,1020.0
2014-11-10,-0.25,0.0,185.4125,15.25,35.0,1023.5
2014-11-11,2.375,0.075,201.8375,15.5,34.0,1016.875
2014-11-12,5.0,0.0125,250.5375,8.25,20.0,1021.375
2014-11-13,0.625,0.0,53.4125,10.75,26.0,1029.125
2014-11-14,-0.875,0.0,178.025,5.25,24.0,1032.5
2014-11-15,-1.25,0.0,120.17499999999998,8.625,21.0,1032.625
2014-11-16,-4.75,0.0,157.025,10.375,20.0,1032.125
2014-11-17,-5.125,0.0,147.9625,6.125,14.0,1031.625
2014-11-18,-5.625,0.0,203.78750000000002,7.0,14.0,1033.125
2014-11-19,-5.375,0.0,172.92499999999998,4.625,11.0,1035.625
2014-11-20,-7.875,0.0,161.5875,5.25,13.0,1036.75
2014-11-21,-7.875,0.05,156.9875,8.75,15.0,1030.625
2014-11-22,-5.125,0.0375,199.36249999999998,8.375,15.0,1025.5
2014-11-23,-1.375,0.0,223.81250000000003,5.125,13.0,1033.125
2014-11-24,-5.625,0.0,184.125,12.875,27.0,1032.5
2014-11-25,-8.5,0.0,200.9125,14.25,27.0,1028.125
2014-11-26,-6.75,0.0,207.7375,11.625,21.0,1028.25
2014-11-27,-7.0,0.0,191.75,9.75,17.0,1029.25
2014-11-28,-8.125,0.0,184.275,8.5,16.0,1035.0
2014-11-29,-9.5,0.0,171.63750000000002,5.75,11.0,1036.625
2014-11-30,-9.5,0.0,277.5875,8.375,23.0,1033.125
2014-12-01,-5.25,0.0,238.9875,8.625,21.0,1030.625
2014-12-02,-10.125,0.0,209.37500000000003,15.625,35.0,1025.75
2014-12-03,-5.125,0.0,247.24999999999997,27.25,51.0,1015.75
2014-12-04,-2.75,0.0,270.53749999999997,22.625,54.0,1015.5
2014-12-05,-2.625,0.0,231.91250000000002,12.75,25.0,1024.375
2014-12-06,-6.0,0.075,209.66250000000002,18.25,34.0,1014.875
2014-12-07,-3.5,0.0125,210.41250000000002,15.625,32.0,1014.25
2014-12-08,-4.75,0.0,191.1625,17.875,33.0,1012.125
2014-12-09,-3.625,0.0,211.15,18.0,36.0,1016.75
2014-12-10,-5.25,0.0,196.225,21.0,41.0,1018.125
2014-12-11,-6.875,0.0125,178.025,19.25,43.0,1009.5
2014-12-12,-5.5,0.0,182.1875,13.875,25.0,1002.125
2014-12-13,-5.375,0.38750000000000007,196.65,26.5,60.0,986.0
2014-12-14,-3.375,0.0125,233.95000000000002,17.125,50.0,1003.75
2014-12-15,-4.75,0.0,196.01250000000002,17.375,31.0,1012.875
2014-12-16,-4.0,0.0625,197.45,18.375,36.0,1005.25
2014-12-17,-3.5,0.05,198.1375,15.5,26.0,998.875
2014-12-18,-4.25,0.08750000000000001,230.13750000000002,15.25,28.0,998.375
2014-12-19,-4.75,0.325,183.16250000000002,18.625,34.0,990.25
2014-12-20,-3.0,0.1,224.48749999999998,19.75,37.0,985.375
2014-12-21,-5.75,0.0,272.5625,16.125,35.0,990.5
2014-12-22,-6.375,0.0,224.77499999999998,9.875,27.0,991.875
2014-12-23,-8.0,0.037500000000000006,192.525,13.25,27.0,988.625
2014-12-24,-9.5,0.0,222.0375,9.25,22.0,999.0
2014-12-25,-13.375,0.13750000000000004,186.3125,16.25,32.0,1003.125
2014-12-26,-10.625,0.125,269.6875,11.75,30.0,1009.125
2014-12-27,-9.75,0.0,231.5375,11.0,25.0,1010.125
2014-12-28,-12.75,0.0,262.975,8.875,19.0,1017.0
2014-12-29,-15.25,0.0,340.225,10.875,23.0,1023.5
2014-12-30,-17.0,0.0125,212.9375,16.375,38.0,1020.5
2014-12-31,-6.125,0.21250000000000002,262.55,17.5,37.0,1005.625
2015-01-01,-2.875,0.0,264.725,17.0,34.0,1004.75
2015-01-02,-3.25,0.375,223.4125,22.375,56.0,985.125
2015-01-03,-5.5,0.3,258.45000000000005,29.875,64.0,969.25
2015-01-04,-10.125,0.0875,303.91249999999997,21.375,37.0,987.25
2015-01-05,-15.5,0.0,17.7,22.75,40.0,1012.5
2015-01-06,-16.0,0.0,317.24999999999994,13.75,28.0,1027.75
2015-01-07,-16.625,0.0,226.25,16.5,38.0,1027.375
2015-01-08,-14.0,0.175,205.07500000000002,17.0,36.0,1010.375
2015-01-09,-4.5,0.11249999999999999,266.67499999999995,10.125,28.0,988.5
2015-01-10,-5.375,0.1,219.92500000000004,8.875,22.0,986.125
2015-01-11,-7.625,0.15,83.53750000000001,17.875,37.0,973.0
2015-01-12,-11.75,0.075,222.26250000000005,14.375,28.0,989.625
2015-01-13,-10.25,0.2625,223.875,21.125,47.0,988.75
2015-01-14,-5.375,0.1625,206.83749999999998,18.375,47.0,994.375
2015-01-15,-3.875,0.025,237.825,14.0,31.0,1004.25
2015-01-16,-5.75,0.1625,196.36249999999998,24.625,51.0,1004.875
2015-01-17,-3.5,0.075,212.86249999999998,19.25,44.0,1003.0
2015-01-18,-3.75,0.175,244.00000000000003,20.125,45.0,1005.375
2015-01-19,-6.5,0.025,170.6625,11.625,27.0,1018.625
2015-01-20,-16.375,0.0,92.1,10.75,23.0,1031.25
2015-01-21,-21.25,0.0,100.85000000000001,11.0,20.0,1033.5
2015-01-22,-20.25,0.05,96.8125,13.875,27.0,1028.875
2015-01-23,-9.75,0.05,154.6375,7.625,22.0,1022.625
2015-01-24,-7.5,0.05,220.375,8.875,22.0,1020.5
2015-01-25,-7.375,0.11250000000000002,212.27500000000003,6.375,24.0,1021.875
2015-01-26,-8.75,0.037500000000000006,234.45,6.375,18.0,1018.125
2015-01-27,-8.5,0.0,196.82500000000002,12.5,24.0,1012.125
2015-01-28,-7.875,0.0125,209.41250000000002,17.25,35.0,1003.0
2015-01-29,-6.75,0.0,178.025,17.0,32.0,994.625
2015-01-30,-5.25,0.0,166.33749999999998,13.25,30.0,994.875
2015-01-31,-4.875,0.0,108.3625,18.5,36.0,990.5
2015-02-01,-4.875,0.32500000000000007,157.4125,21.0,47.0,977.5
2015-02-02,-5.75,0.17500000000000002,199.9125,18.375,37.0,988.75
